nom_empresa,centro_poblado,longitude,latitude,cod_dane,cod_empresa,ano,mes,pnexc,npnexc,remer,stnstr,segciu,fnivel1,castnat,terr,calzesp,tsubest,infra,sumi,exp,total,chrome
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,SAN AGUSTIN,-76.2703587983,1.8810855128,41668000,1014,2021,4,86.13,4874.87,0,241.21,0,0,0,0,0,0,0,0,0,5202.21,1
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,SANTA MARIA,-75.5861244534,2.93974915231,41676000,1014,2021,4,0,1205.85,0,0,0,0,447.09,0,0,0,0,0,0,1652.94,1
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,SUAZA,-75.7950572711,1.97584502137,41770000,1014,2021,4,2.39,998.66,0,0.54,0,0,0,0,0,0,0,0,0,1001.6,1
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,TARQUI,-75.8235763181,2.11132341997,41791000,1014,2021,4,64.9,1105.41,0,0,0,0,15.15,0,0,0,0,0,0,1185.45,1
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,TESALIA,-75.7298384859,2.48605278998,41797000,1014,2021,4,139.39,1413.55,0,0,0,0,0,0,0,0,0,0,0,1552.94,1
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,TELLO,-75.1387731609,3.06753684585,41799000,1014,2021,4,85.24,3838.38,0,2.11,0,0,2.06,0,0,0,0,0,0,3927.8,1
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,SANTA ROSA DE CABAL,-75.6234918103,4.87640374593,66682000,1014,2021,4,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.19,1
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,ATACO,-75.3825339259,3.59063460119,73067000,1014,2021,4,0,573.36,0,0,0,0,15.15,0,0,0,0,0,0,588.5,1
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,PLANADAS,-75.6439602657,3.19765191111,73555000,1014,2021,4,0,37.75,0,0,0,0,0,0,0,0,0,0,0,37.75,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,YOPAL,-72.3969155417,5.32761201728,85001000,3370,2021,4,3553.53,4406.17,0,0,0,0,0,0,0,0,0,0,0,7959.71,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,AGUAZUL,-72.5463004198,5.17269004261,85010000,3370,2021,4,1706.92,524.54,0,0,0,0,0,0,0,0,0,0,0,2231.45,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,CHAMEZA,-72.8702376042,5.21431249951,85015000,3370,2021,4,2.23,127.58,0,0,0,0,0,0,0,0,0,0,0,129.81,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,HATO COROZAL,-71.7649240225,6.15617263862,85125000,3370,2021,4,3600.53,874.18,0,0,0,0,0,0,0,0,0,0,0,4474.71,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,LA SALINA,-72.3349588132,6.12768708902,85136000,3370,2021,4,0.55,6.66,0,0,0,0,0,0,0,0,0,0,0,7.21,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,MANI,-72.2813966623,4.81682498993,85139000,3370,2021,4,39.18,1339.28,0,0,0,0,0,0,0,0,0,0,0,1378.46,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,MONTERREY,-72.8950348515,4.87684630992,85162000,3370,2021,4,380.18,2210.56,0,0,0,0,0,0,0,0,0,0,0,2590.74,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,NUNCHIA,-72.1950710689,5.63666390187,85225000,3370,2021,4,1920.17,1030.5,0,0,0,0,0,0,0,0,0,0,0,2950.67,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,OROCUE,-71.3385186268,4.79026959264,85230000,3370,2021,4,1924.03,1782.48,0,0,0,0,0,0,0,0,0,0,0,3706.51,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,PAZ DE ARIPORO,-71.8909234158,5.88003712521,85250000,3370,2021,4,4288.25,686.21,0,0,0,0,0,0,0,0,0,0,0,4974.46,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,PORE,-71.9928594902,5.72773022764,85263000,3370,2021,4,2512.63,1428.59,0,0,0,0,0,0,0,0,0,0,0,3941.22,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,RECETOR,-72.7611443018,5.22949241387,85279000,3370,2021,4,18.55,195.03,0,0,0,0,0,0,0,0,0,0,0,213.58,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,SABANALARGA,-73.0387237641,4.85461982071,85300000,3370,2021,4,197.92,1191.44,0,0,0,0,0,0,0,0,0,0,0,1389.36,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,SACAMA,-72.2502768792,6.09697473148,85315000,3370,2021,4,8.52,0.11,0,0,0,0,0,0,0,0,0,0,0,8.63,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,SAN LUIS DE PALENQUE,-71.7324374971,5.42230235915,85325000,3370,2021,4,4585.7,776.95,0,0,0,0,0,0,0,0,0,0,0,5362.65,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,TAMARA,-72.161823137,5.82982360982,85400000,3370,2021,4,1795.87,397.15,0,0,0,0,0,0,0,0,0,0,0,2193.02,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,TAURAMENA,-72.7472511701,5.01920691152,85410000,3370,2021,4,1543.85,4564.39,0,0,0,0,0,0,0,0,0,0,0,6108.24,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,TRINIDAD,-71.6633415586,5.41221523214,85430000,3370,2021,4,3276.1,681.14,0,0,0,0,0,0,0,0,0,0,0,3957.24,1
EMPRESA DE ENERGIA DE CASANARE SA ESP,VILLANUEVA,-72.9280536201,4.61007185165,85440000,3370,2021,4,276.77,3561.02,0,0,0,0,0,0,0,0,0,0,0,3837.78,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,MOCOA,-76.6515068624,1.1525800991,86001000,2016,2021,4,467.13,949.55,0,192.84,0,0.37,232.37,0,0,0,0,0,0,1842.26,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,EL PEPINO,-76.656283539,1.082801594,86001002,2016,2021,4,22.57,91.4,0,6.08,0,0,0,0,0,0,0,0,0,120.05,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,PUEBLO VIEJO,-76.6494671611,1.1988973736,86001003,2016,2021,4,0,15.44,0,6.08,0,0,0,0,0,0,0,0,0,21.52,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,PUERTO LIMON,-76.538530469,1.02561781614,86001004,2016,2021,4,24.89,79.9,0,3.65,0,0,62.94,0,0,0,0,0,0,171.37,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,SAN ANTONIO,-76.675992625,1.18435641438,86001006,2016,2021,4,0,36.47,0,5.48,0,0,0,0,0,0,0,0,0,41.94,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,LA TEBAIDA,-76.6961202168,1.08504108955,86001014,2016,2021,4,5.92,39.99,0,1.83,0,0,0,0,0,0,0,0,0,47.74,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,PLANADAS,-76.653076191,1.097140926,86001018,2016,2021,4,30,135.29,0,10.34,0,0,0,0,0,0,0,0,0,175.63,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,RAMIYACO,-76.6552884881,1.12168638174,86001019,2016,2021,4,2.76,43.31,0,7.3,0,0,0,0,0,0,0,0,0,53.37,1
EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P. ,COLON,-76.9723019042,1.18982685673,86219000,1846,2021,4,180.37,133.48,0,0,0,0,0,0,0,0,0,0,0,313.85,1
EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P. ,SAN PEDRO,-76.9432037068,1.21095724373,86219001,1846,2021,4,37.82,35.8,0,0,0,0,0,0,0,0,0,0,0,73.62,1
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,ORITO,-76.8730276477,0.663818348772,86320000,2371,2021,4,816.23,1123.78,0,934.53,0,16.28,0,0,0,0,0,0,0,2890.82,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,ORITO,-76.8730276477,0.663818348772,86320000,2016,2021,4,40.65,227.5,0,3313.77,0,0,3.71,0,0,0,0,0,0,3585.62,1
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,TESALIA,-76.6992106981,0.636869105621,86320001,2371,2021,4,20.37,136.23,0,34.91,0,0,0,0,0,0,0,0,0,191.5,1
